code,creator,created_datetime,product_name,countries,energy_100g,fat_100g
31172,usda-ndb-import,2017-03-09T10:35:24Z,Maple Almond Granola,US,1904,14.55
31233,usda-ndb-import,2017-03-09T10:35:17Z,35% Fruit And Fiber Muesli,US,1523,4.55
31288,usda-ndb-import,2017-03-09T10:35:21Z,Rebel Crunch Granola,US,1720,8.93
32070,usda-ndb-import,2017-03-09T10:35:20Z,Organic Mixed Vegetable Spirals,US,1490,1.75
32117,usda-ndb-import,2017-03-09T10:34:27Z,Tricolor Tortellini,US,1611,9.23
32384,usda-ndb-import,2017-03-09T10:35:31Z,Organic Couscous,US,1582,
32858,usda-ndb-import,2017-03-09T10:35:31Z,Organic Spaghetti,US,1569,2.68
32896,usda-ndb-import,2017-03-09T10:35:34Z,Orzo Rosa Marina,US,1443,1.72
33015,usda-ndb-import,2017-03-09T10:35:17Z,Organic Refined Spelt Flour,US,1393,1.67
33060,usda-ndb-import,2017-03-09T10:34:28Z,10-Grain Pancake Mix,US,1297,1.72
33084,usda-ndb-import,2017-03-09T10:35:09Z,Fine Sea Salt,US,,
33268,usda-ndb-import,2017-03-09T10:34:13Z,"Sweeteners, Organic Fair Trade Sugar",US,1569,
33503,usda-ndb-import,2017-03-09T10:34:42Z,Organic Refined Unbleached White Flour,US,1536,
33572,usda-ndb-import,2017-03-10T09:34:48Z,Organic Whole Brown Rice Flour,US,1891,3.23
33589,usda-ndb-import,2017-03-10T09:34:48Z,Organic Whole Spelt Flour,US,1356,2.94
33626,usda-ndb-import,2017-03-09T10:35:11Z,Organic Whole Rye Flour,US,1393,1.67
33640,usda-ndb-import,2017-03-09T09:07:04Z,Granola Cranberry And Acai,US,1824,10.91
33657,usda-ndb-import,2017-03-09T10:35:31Z,Organic Medium Whole Wheat Flour,US,1552,1.43
33664,usda-ndb-import,2017-03-09T10:35:15Z,Organic Soft Whole Wheat Pastry Flour,US,1644,1.79
33688,usda-ndb-import,2017-03-09T09:07:04Z,"Peanuts, Mixed Nuts",US,2389,42.86
34135,usda-ndb-import,2017-03-09T09:07:42Z,Organic Large Raw Whole Cashews,US,2648,50
34142,usda-ndb-import,2017-03-09T10:35:21Z,Organic Brown Sesame Seeds,US,2439,50
34241,usda-ndb-import,2017-03-09T09:07:41Z,Organic White Sesame Seeds,US,2439,55.56
34265,usda-ndb-import,2017-03-09T10:35:25Z,Almonds Hickory-Smoked,US,2690,57.14
34425,usda-ndb-import,2017-03-09T10:34:38Z,"Foods, Spanish Peanuts",US,2389,50
34432,usda-ndb-import,2017-03-09T10:34:38Z,"Foods, Honey Roasted Nut Mix",US,2389,46.43
34449,usda-ndb-import,2017-03-09T09:07:41Z,Roasted Salted Sunflower Seeds,US,2766,57.14
34456,usda-ndb-import,2017-03-09T10:35:33Z,"Foods, Deluxe Nut Mix",US,2540,57.14
34470,usda-ndb-import,2017-03-09T10:35:24Z,"Foods, Honey Roast Nuts & Fruit Mix",US,2176,28
34548,usda-ndb-import,2017-03-09T10:34:38Z,Organic Raw Walnuts,US,2678,64
34562,usda-ndb-import,2017-03-09T10:35:06Z,Organic Raw Sunflower Seeds,US,2218,42.42
34623,usda-ndb-import,2017-03-09T10:34:11Z,Organic Trail Mix,US,1812,26.67
34715,usda-ndb-import,2017-03-09T10:35:15Z,Organic Pecan Halves,US,2946,70.42
34784,usda-ndb-import,2017-03-10T09:34:45Z,Unsalted Dry Roasted Almonds,US,2791,56.67
34791,usda-ndb-import,2017-03-09T10:35:20Z,Organic Raw Pumpkin Seeds,US,2510,46.67
35071,usda-ndb-import,2017-03-10T09:34:44Z,Organic Extra Virgin Olive Oil,US,3586,100
35170,usda-ndb-import,2017-03-10T09:34:48Z,Liquid Aminos,US,,
35279,usda-ndb-import,2017-03-10T09:34:45Z,Organic Canola Oil Refined,US,3586,100
35286,usda-ndb-import,2017-03-10T09:34:47Z,Organic Shoyu,US,234,
35293,usda-ndb-import,2017-03-10T09:34:45Z,Organic Wheat-Free Tamari,US,234,
35323,usda-ndb-import,2017-03-10T09:34:30Z,Organic Grade B Maple Syrup,US,1393,
35583,usda-ndb-import,2017-03-09T10:35:14Z,Curry Lentil Soup Mix,US,1289,1.92
35590,usda-ndb-import,2017-03-09T10:35:24Z,Split Pea Soup Mix,US,1314,1.43
35613,usda-ndb-import,2017-03-09T10:35:14Z,Whole Wheat 'N Honey Fig Bars,US,1255,6.67
36153,usda-ndb-import,2017-03-09T10:34:13Z,Chocolate Nut Crunch,US,1954,26.67
36252,tacinte,2015-01-25T21:35:01Z,Lion Peanut x2,"France,États-Unis",,
36269,usda-ndb-import,2017-03-09T10:34:11Z,Milk Chocolate Peanut Butter Malt Balls,US,2197,27.5
36276,usda-ndb-import,2017-03-09T10:34:38Z,Organic Tamari Pumpkin Seed,US,2092,41.18
36986,usda-ndb-import,2017-03-09T10:34:09Z,Yogurt Pretzels,US,2092,20
38058,usda-ndb-import,2017-03-09T10:34:11Z,Organic Kamut Flakes,US,941,1.25
38065,usda-ndb-import,2017-03-09T10:35:20Z,Regular Rolled Oats,US,1611,7.69
38072,usda-ndb-import,2017-03-09T10:35:28Z,Quick Rolled Oats,US,1611,7.69
38096,usda-ndb-import,2017-03-09T10:35:11Z,Organic Bulgur,US,1464,1.7
38119,usda-ndb-import,2017-03-09T10:34:38Z,Organic Toasted Buckwheat Groats,US,1427,2.44
38133,usda-ndb-import,2017-03-09T10:34:10Z,Organic Rolled Barley Flakes,US,1197,1.79
38317,usda-ndb-import,2017-03-09T10:34:13Z,Multigrain Cereal Flakes,US,1540,2.63
38324,usda-ndb-import,2017-03-09T10:34:28Z,8-Grain Wheat Free Cereal,US,1569,6.25
38348,usda-ndb-import,2017-03-09T10:34:12Z,Swiss-Style Muesli,US,1749,16.36
38508,usda-ndb-import,2017-03-09T10:35:26Z,Organic Hulless Barley,US,1548,2.17
38522,usda-ndb-import,2017-03-09T10:35:19Z,Organic Millet,US,1569,3.12
38539,usda-ndb-import,2017-03-09T10:34:13Z,Organic Popcorn,US,1506,4
38584,usda-ndb-import,2017-03-09T10:35:30Z,Organic Soft White Wheat Berries,US,1423,2.13
38591,usda-ndb-import,2017-03-09T10:35:12Z,Organic Pearled Barley,US,1506,2
38607,usda-ndb-import,2017-03-09T10:35:21Z,Organic Wheat Bran,US,837,3.33
38621,usda-ndb-import,2017-03-09T14:33:16Z,Organic Raw Buckwheat Groats,US,1393,3.33
38652,usda-ndb-import,2017-03-09T10:34:14Z,Organic Oat Bran,US,1661,6.9
38669,usda-ndb-import,2017-03-09T10:34:27Z,Organic Thick Cut Rolled Oats,US,1527,7.69
38690,usda-ndb-import,2017-03-09T10:34:38Z,Organic Regular Rolled Oats,US,1527,7.69
38706,usda-ndb-import,2017-03-09T10:34:12Z,Organic Rolled Rye Flakes,US,1674,2
38713,usda-ndb-import,2017-03-09T10:35:25Z,Organic Steel-Cut Oats,US,1778,7.5
38744,usda-ndb-import,2017-03-09T10:35:19Z,Organic Spelt Berries,US,1184,2.17
38973,usda-ndb-import,2017-03-09T10:35:28Z,Organic Quick Rolled Oats,US,1883,7.5
39093,usda-ndb-import,2017-03-09T10:35:29Z,Countrywild Rice Blend,US,1393,3.33
39208,usda-ndb-import,2017-03-10T09:34:48Z,Organic Arboria Rice,US,1490,2.22
39215,usda-ndb-import,2017-03-09T10:34:12Z,Lundberg Organic Golden Rose Medium Brown Rice,US,1314,1.96
39259,tacinte,2015-01-25T21:36:13Z,Twix x2,France,,
39291,usda-ndb-import,2017-03-09T10:34:13Z,Lundberg Olde World Pilaf,US,1423,3.33
39529,teolemon,2015-01-01T21:17:31Z,Pack de 2 Twix,"France, US",1481,4.17
39536,usda-ndb-import,2017-03-09T10:34:12Z,Organic Short Grain Brown Rice,US,1393,2.94
39543,usda-ndb-import,2017-03-09T10:35:20Z,Organic Sweet Brown Rice,US,1477,0.98
39550,usda-ndb-import,2017-03-10T09:34:48Z,Organic California White Sushi Rice,US,1490,
39567,usda-ndb-import,2017-03-09T10:34:10Z,Organic Harvest Pilaf,US,1674,2.22
39628,usda-ndb-import,2017-03-09T10:35:21Z,Organic Wild Rice,US,1452,12
41355,usda-ndb-import,2017-03-10T09:34:32Z,Vanilla Extract,US,1255,
43083,usda-ndb-import,2017-03-09T10:34:10Z,Organic Flax Seed,US,2092,35.71
43595,usda-ndb-import,2017-03-09T09:07:04Z,Cranberries,US,1255,0
45292,usda-ndb-import,2017-03-09T14:32:38Z,Turkish Apricots,US,1046,0
45308,usda-ndb-import,2017-03-09T09:07:03Z,Banana Chips Sweetened,US,2243,28.57
45346,usda-ndb-import,2017-03-09T14:32:38Z,Granola Honey Almonds,US,1674,14.55
45421,usda-ndb-import,2017-03-09T14:32:37Z,Chili Mango,US,1569,2.5
45483,usda-ndb-import,2017-03-09T09:07:04Z,Milk Chocolate Pretzels,US,1883,22.5
45599,usda-ndb-import,2017-03-09T09:07:03Z,Peanuts,US,1941,17.86
50913,canieatthis-app,2016-12-31T12:18:27Z,"M&S Extrenely Chocolatey Milk, Dark & White Chocolate Biscuits",en:GB,2179,
56434,canieatthis-app,2016-07-08T19:16:12Z,diet lemonade by Sainsbury's,en:GB,5,
58001,usda-ndb-import,2017-03-09T10:35:34Z,Organic Salted Pistachios,US,2540,46.43
58018,usda-ndb-import,2017-03-09T10:34:13Z,"Organic Dried Turkish Apricots, Bin # 5801",US,941,
58056,usda-ndb-import,2017-03-09T10:34:28Z,Organic Unsalted Pistachios,US,2540,46.43
58070,usda-ndb-import,2017-03-09T10:34:09Z,Organic Medjool Dates,US,1218,0.1
58131,usda-ndb-import,2017-03-09T10:35:21Z,Organic Pitted Prunes,US,1464,
58148,usda-ndb-import,2017-03-09T10:34:10Z,Organic Pitted Deglet Dates,US,1255,
58179,usda-ndb-import,2017-03-09T10:34:13Z,Sweetened Dried Cranberries,US,1255,
58223,usda-ndb-import,2017-03-09T10:34:09Z,Organic Zante Currants,US,1046,
58230,usda-ndb-import,2017-03-09T10:35:17Z,Organic Thompson Raisins,US,1360,
58247,usda-ndb-import,2017-03-09T10:35:19Z,Organic Unrefined Extra Virgin Coconut Oil,US,3586,100
58285,usda-ndb-import,2017-03-09T10:34:11Z,Organic Brown Basmati Rice,US,1452,4.08
58292,usda-ndb-import,2017-03-09T10:34:10Z,Organic White Basmati Rice,US,1506,1
58360,usda-ndb-import,2017-03-09T10:35:30Z,Organic Unrefined Mascobado Sugar,US,1569,
58469,usda-ndb-import,2017-03-09T10:35:19Z,Organic U.S. Peanuts,US,2377,48.65
58780,usda-ndb-import,2017-03-09T10:35:21Z,Almonds,US,2510,50
58803,usda-ndb-import,2017-03-09T10:34:21Z,Pecan Halves,US,2946,70.42
58858,usda-ndb-import,2017-03-09T10:35:13Z,Organic Whole Cashews,US,2402,47.06
58964,usda-ndb-import,2017-03-09T10:35:19Z,Organic Pearl Quinoa,US,1778,6.25
69601,usda-ndb-import,2017-03-09T10:35:35Z,Fresh Organic Carrots,US,159,0
290616,b7,2017-01-16T22:32:58Z,Salade Cesar,Canada,1210,12
394710,b7,2017-01-15T16:22:50Z,Danoises à la cannelle roulées,Canada,1520,14.4
673358,canieatthis-app,2016-12-30T17:07:29Z,Veggie Colin the Caterpillar,en:GB,1329,
1071894,bcatelin,2014-08-30T15:07:32Z,Flute,United Kingdom,,
1471762,canieatthis-app,2016-08-03T18:00:18Z,still Scottish water,en:GB,,
1798180,canieatthis-app,2016-07-10T17:26:41Z,Fairtrade Ground Cinnamon,en:GB,,
1938067,b7,2017-01-15T17:32:08Z,Chaussons tressés aux pommes,Canada,1090,10.7
4302544,b7,2017-03-02T14:28:16Z,Pain Burger Artisan,Canada,1160,1.11
5200016,sigoise,2015-09-02T09:37:37Z,lentilles vertes ,France,,
7020254,teolemon,2015-01-01T22:09:53Z,Root Beer,France,215,0
7730009,openfoodfacts-contributors,2016-05-09T15:07:12Z,Biscuits sablés fourrage au cacao,France,,
8237798,b7,2017-04-11T20:41:47Z,Quiche Lorraine,Canada,478,6.79
8240095,openfoodfacts-contributors,2017-01-13T21:24:33Z,Pâté au poulet,Canada,751,10.2
9336247,tacite,2016-11-13T09:37:57Z,"Gotta-have grape, seriously strawberry flavor",France,1667,0
10068175,kiliweb,2017-07-03T21:39:03Z,Thé noir aromatisé violette et fleurs,France,17,0.1
10090206,sebleouf,2013-06-11T19:03:51Z,Thé de Noël aromatisé orange-cannelle,France,,
10127735,sebleouf,2016-05-07T10:25:04Z,Sirops pour ganache macarons,France,,
